url,traffic_pct,keywords,traffic,traffic_change,answer_engines,top_keyword,primary_intent,llm_prompts
https://smartq.pureforyou.com/products/33055558959138/purelean-pure-pack-30,0.02,7,9,-7,,purelean pure pack,Informational,0
https://smartq.pureforyou.com/products/33055639306274/glucofunction-90,0.02,1,9,9,,pure glucofunction hair,Informational,0
https://smartq.pureforyou.com/glossary/559136833570/larginine,0.02,24,9,8,,,,0
https://smartq.pureforyou.com/products/33055631179810/ligament-restore-240,0.02,16,9,-5,google,pure encapsulations ligament restore,Informational,1
https://smartq.pureforyou.com/products/33055579176994/puregenomics-ultramultivitamin,0.02,2,9,4,,puregenomics ultra multivitamin,Informational,0
https://smartq.pureforyou.com/products/33055574065186/rhodiola-rosea-90,0.02,15,9,-15,"google, google-ai",rhodiola rosea pure,Informational,3
https://smartq.pureforyou.com/products/39410165514274/osteobalance-210,0.02,3,9,0,"gemini, google-ai",pure encapsulations osteobalance,Informational,2
https://smartq.pureforyou.com/products/39403570987042/l-glutamine-500-mg,0.02,10,9,7,,pure encapsulations l glutamine,Informational,0
https://smartq.pureforyou.com/products/41436137881634/magnesium-gummy,0.02,6,9,4,,magnesium gummy vitamins,Informational,0
https://smartq.pureforyou.com/products/33055644418082/epo-evening-primrose-oil-100,0.02,56,8,-39,google,epo supplement,Informational,1
https://smartq.pureforyou.com/products/33055659950114/ac-formula-ii,0.02,8,8,2,"google, google-ai",ac formula,Informational,4
https://smartq.pureforyou.com/products/33055582814242/purecell,0.02,7,8,-17,google-ai,purecell,Informational,1
https://smartq.pureforyou.com/products/39628621512738/vitamin-d3-25-60,0.02,27,8,-9,google,vitamin d 25mcg,Informational,1
https://smartq.pureforyou.com/products/33055654608930/boswellia-akba-60,0.02,9,8,-5,,boswellia akba,Informational,0
https://smartq.pureforyou.com/products/33055585796130/pregnenolone-30-mg-60,0.02,6,8,-3,google,pure encapsulations pregnenolone,Informational,1
https://smartq.pureforyou.com/products/32040734261282/coriolus-extract-60,0.02,13,8,-31,google,coriolus mushroom,Informational,2
https://smartq.pureforyou.com/products/33055583240226/ps-100-phosphatidylserine-60,0.02,6,8,-12,,ps100 supplement,Informational,0
https://smartq.pureforyou.com/blog/558918500386/lactobacillus-rhamnosus-with-immune-support-probiotics,0.02,13,8,1,,lactobacillus rhamnosus lr 32 vs gg,"Commercial, Informational",0
https://smartq.pureforyou.com/products/33055572951074/silymarin-60,0.02,4,7,-6,,pure encapsulations milk thistle,Informational,0
https://smartq.pureforyou.com/products/33055654379554/bromelain-2400-60,0.02,3,7,-4,google-ai,pure bromelain supplement,Informational,1
https://smartq.pureforyou.com/products/32040792981538/vitamin-d3-10-mcg-120,0.02,24,7,-6,,how much is 10mcg of vitamin d3,Informational,0
https://smartq.pureforyou.com/products/33055582879778/pure-tranquility-liquid,0.02,4,7,-3,google,pure tranquility,Informational,1
https://smartq.pureforyou.com/products/33055577636898/q-gel-100-hydrosoluble-coq10,0.02,5,7,4,,coenzyme q10 gel,Informational,0
https://smartq.pureforyou.com/products/39354427932706/innate-immune-support,0.02,5,7,0,"google-ai, search-gpt",innate immune support,Informational,2
https://smartq.pureforyou.com/products/32040787705890/sereniten-plus,0.01,4,6,-5,,sereniten plus,Informational,0
https://smartq.pureforyou.com/products/33055585894434/pregnenolone-10-mg-60,0.01,16,6,-1,,pregnenolone 10mg,Informational,0
https://smartq.pureforyou.com/products/33055591923746/msm-powder,0.01,15,6,5,,pure msm powder,Informational,0
https://smartq.pureforyou.com/products/32040780169250/phyto-adr,0.01,4,6,0,gemini,phyto adr,Informational,1
https://smartq.pureforyou.com/products/33055651659810/calcium-mcha-180,0.01,3,6,2,google,calcium mcha,Informational,1
https://smartq.pureforyou.com/products/33055655264290/beta-sitosterol-90,0.01,16,6,-25,google-ai,beta-sitosterol supplement,Informational,1
https://smartq.pureforyou.com/products/44791812128802/puregg,0.01,14,6,-4,,lactobacillus gg,Informational,0
https://smartq.pureforyou.com/products/40975256191010/folate-5-000-plus,0.01,3,6,-9,gemini,methylfolate pure encapsulations,Informational,1
https://smartq.pureforyou.com/products/33055622397986/lutein-zeaxanthin-60,0.01,21,6,-47,,pure encapsulations lutein zeaxanthin,Informational,0
https://smartq.pureforyou.com/products/32889796984866/menovive,0.01,7,6,1,"gemini, google, google-ai",pure encapsulations menopause,Informational,4
https://smartq.pureforyou.com/products/33055560630306/daily-stress-formula-90,0.01,6,6,0,,pure encapsulations daily stress formula,Informational,0
https://smartq.pureforyou.com/products/33055628165154/liquinutrients,0.01,3,6,1,,pure encapsulations liquid multivitamin,Informational,0
https://pureforyou.com/pages/pure-encapsulations-perks,0.01,21,5,2,"google, google-ai, search-gpt",pure encapsulations discount,Informational,7
https://smartq.pureforyou.com/products/44791800168482/seroplus,0.01,2,5,2,google,seroplus,Informational,1
https://smartq.pureforyou.com/products/33055590645794/niacitol-500-mg-60,0.01,2,5,-5,gemini,pure encapsulations niacin,Informational,1
https://pureforyou.com/pages/ambassador-program,0.01,2,5,0,,pure encapsulations affiliate program,Commercial,0
https://smartq.pureforyou.com/products/33055578685474/pureresponse-multivitamin,0.01,2,5,0,"gemini, google-ai",pure response multivitamin,Informational,5
https://smartq.pureforyou.com/products/32040765095970/memory-pro,0.01,6,5,-1,gemini,pure encapsulations memory pro,Informational,2
https://smartq.pureforyou.com/products/44791819075618/energy-xtra,0.01,4,5,1,"gemini, google-ai",energy xtra pure encapsulations,Informational,3
https://smartq.pureforyou.com/products/39400265383970/disc-flex,0.01,9,5,0,,pure encapsulations disc flex,Informational,0
https://smartq.pureforyou.com/products/44226066087970/femivive,0.01,1,5,0,,femivive,Informational,0
https://smartq.pureforyou.com/products/43230988828706/daily-calm,0.01,6,5,0,google,pure encapsulations saffron,Informational,1
https://smartq.pureforyou.com/products/33055656738850/antioxidant-formula,0.01,4,5,-19,,oxidant formula,Informational,0
https://smartq.pureforyou.com/products/33055633637410/l-carnosine-60,0.01,17,5,-17,,carnosine supplement,Informational,0
https://smartq.pureforyou.com/products/32889526681634/adipolean-ii,0.01,5,5,-6,"gemini, google, google-ai, search-gpt",adipolean ii,Informational,9
https://smartq.pureforyou.com/products/33055571443746/trace-minerals,0.01,9,5,0,"gemini, google, google-ai",pure encapsulations trace minerals,Informational,4
https://smartq.pureforyou.com/products/39410171084834/daily-immune,0.01,6,4,-5,"google-ai, search-gpt",pure encapsulations daily immune,Informational,3
https://smartq.pureforyou.com/products/33055653658658/calcium-d-glucarate-60,0.01,3,4,0,,pure encapsulations calcium d glucarate,Informational,0
https://smartq.pureforyou.com/products/39354439794722/melatonin-sr,0.01,8,4,-6,google-ai,pure encapsulations melatonin sr,Informational,1
https://smartq.pureforyou.com/products/33055658606626/ai-enzymes,0.01,12,4,-2,google,vegan digestive enzymes,Informational,2
https://smartq.pureforyou.com/products/33055587729442/pancreatic-vegenzymes,0.01,11,4,0,google,pure encapsulations pancreatic enzymes,Informational,1
https://smartq.pureforyou.com/products/33055572688930/strontium-citrate-90,0.01,7,4,0,,strontium pure,Informational,0
https://smartq.pureforyou.com/products/33055589761058/nutrient-950-with-nac,0.01,1,4,4,,pure encapsulations 950,Informational,0
https://smartq.pureforyou.com/products/40355741433890/brain-reset,0.01,6,4,-6,"gemini, google-ai",brain reset pure encapsulations,Informational,4
https://smartq.pureforyou.com/collections/immune,0.01,3,4,3,"google-ai, search-gpt",pure encapsulations immune support,Informational,3
https://smartq.pureforyou.com/products/33055655591970/bacopa-monnieri,0.01,9,4,0,,pure encapsulations bacopa,Informational,0
https://smartq.pureforyou.com/products/33055654051874/cal-mag-d-liquid,0,31,3,-9,,cal d mag,Informational,0
https://smartq.pureforyou.com/products/32040784756770/purenutrients-epa-dha-gummy,0,17,3,-6,,dha gummies,Informational,0
https://smartq.pureforyou.com/products/33055570264098/ultramag-magnesium,0,11,3,-10,google,ultra mag,Informational,3
https://smartq.pureforyou.com/products/33055592349730/mineral-650,0,2,3,3,,pure encapsulations mineral 650,Informational,0
https://smartq.pureforyou.com/products/33055590416418/nitric-oxide-support,0,7,3,1,google,pure nitric oxide powder,Informational,1
https://smartq.pureforyou.com/products/33055571476514/taurine-500-60,0,11,3,0,,pure encapsulations taurine,Informational,0
https://smartq.pureforyou.com/products/32040794751010/vitamin-d3-vesisorb,0,2,3,0,,vesisorb vitamin d,Informational,0
https://smartq.pureforyou.com/products/33064561016866/multi-t-d-60,0,1,3,0,,pure encapsulations multi t/d,Informational,0
https://smartq.pureforyou.com/collections/cardiovascular-health,0,5,3,-7,google,cardio support supplement,Informational,1
https://smartq.pureforyou.com/drug-nutrient-interactions,0,14,3,0,"gemini, google-ai",medication and supplement interaction checker,Informational,2
https://smartq.pureforyou.com/products/33055604703266/manganese-aspartate-citrate,0,13,3,-1,,manganese pure,Informational,0
https://smartq.pureforyou.com/products/32040732557346/black-currant-seed-oil,0,17,3,2,,best black currant seed oil,"Commercial, Informational",0
https://smartq.pureforyou.com/products/40301416579106/puredefense-collagen-w-bone-broth,0,11,3,-2,google,bone broth and collagen powder,Informational,1
https://smartq.pureforyou.com/products/33055587368994/pantothenic-acid,0,2,3,0,,pure encapsulations pantothenic acid,Informational,0
https://smartq.pureforyou.com/products/39326397235234/purelean-protein,0,5,3,0,,pure encapsulations protein powder,Commercial,0
https://smartq.pureforyou.com/products/33055642976290/folate-1000,0,14,3,-16,,pure folate supplement,Informational,0
https://pureforyou.com/pages/ambassador-register,0,1,3,0,,pure encapsulations affiliate program,Commercial,0
https://smartq.pureforyou.com/products/33055642026018/garlic-complex,0,4,3,1,,pure garlic supplement,Informational,0
https://smartq.pureforyou.com/products/44791813799970/nrf2-detox,0,2,3,3,gemini,nrf2 detox,Informational,1
https://smartq.pureforyou.com/blog/558918434850/arabinogalactan-and-its-role-in-gut-health,0,7,3,2,google,arabinogalactans,Informational,1
https://smartq.pureforyou.com/products/33055578456098/pycnogenol-30,0,27,3,-19,google,pycnogenol supplements,Informational,2
https://smartq.pureforyou.com/products/33055586517026/poly-prebiotic-powder,0,15,2,-23,"gemini, google-ai",pure encapsulations poly prebiotic powder,Informational,4
https://smartq.pureforyou.com/products/39421634871330/puregg,0,30,2,0,,pure encapsulations puregg 25b,Informational,0
https://smartq.pureforyou.com/products/33055660146722/7-keto-dhea-25-mg-60,0,45,2,0,,dhea 7 keto dhea,Informational,0
https://smartq.pureforyou.com/products/39644225208354/cogniphos,0,1,2,0,,cogniphos,Informational,0
https://smartq.pureforyou.com/products/33055587762210/pancreatic-enzyme-formula-60,0,51,2,-21,,otc pancreatic enzymes,Informational,0
https://smartq.pureforyou.com/products/32931079389218/muscle-cramp-tension-formula,0,14,2,0,,supplements for muscle tension,Informational,0
https://smartq.pureforyou.com/products/33055585337378/probiotic-imm,0,1,2,0,,probiotic imm,Informational,0
https://smartq.pureforyou.com/products/33055592644642/microdefense-with-oregano,0,2,2,-1,"gemini, google-ai, search-gpt",microdefense with oregano,Informational,4
https://pureforyou.com/pages/faqs,0,51,2,-2,"gemini, google, google-ai, search-gpt",pure encapsulations near me,Informational,26
https://smartq.pureforyou.com/products/32040790392866/th2-modulator-120,0,1,2,0,,th2 modulator,Informational,0
https://smartq.pureforyou.com/products/33055571673122/synergy-k-60,0,5,2,0,,synergy k,Informational,0
https://smartq.pureforyou.com/collections/gut-health,0,18,2,1,gemini,pure gut pro,Informational,1
https://smartq.pureforyou.com/products/33055659032610/adr-formula,0,3,2,-17,gemini,pure encapsulations adr formula,Informational,1
https://smartq.pureforyou.com/products/32040733507618/cognitive-aminos,0,3,2,-32,google-ai,pure aminos,Informational,1
https://smartq.pureforyou.com/products/33055592251426/mineral-650-without-copper-iron,0,3,2,1,google,pure encapsulations mineral 650,Informational,1
https://smartq.pureforyou.com/products/39628372344866/prosoothe-ii,0,6,2,0,google,pms essentials,Informational,1
https://smartq.pureforyou.com/products/33055570034722/uric-acid-formula,0,18,2,-26,,uric acid formula supplement,Informational,0
https://smartq.pureforyou.com/products/33055608209442/magnesium-liquid,0,16,2,1,,pure encapsulations magnesium liquid,Informational,0
https://smartq.pureforyou.com/products/32040781152290/purebiome-intensive,0,6,1,-3,,pure probiotic,Informational,0
https://smartq.pureforyou.com/collections/october-promo,0,4,1,0,,pure encapsulations promo,Transactional,0
https://smartq.pureforyou.com/products/40461964673058/quercetin-ultrasorb,0,1,1,0,,quercetin ultrasorb,Informational,0
https://smartq.pureforyou.com/products/33055637930018/grape-pip-500-mg,0,8,1,0,,grape pip,Informational,0
https://smartq.pureforyou.com/products/33055592022050/msm-capsules-250,0,7,1,-17,,pure msm,Informational,0
https://smartq.pureforyou.com/products/33055646679074/dha-ultimate-60,0,1,1,0,,pure dha,Informational,0
https://smartq.pureforyou.com/products/33055633997858/l-carnitine-fumarate,0,4,1,1,,l-carnitine fumarate,Informational,0
https://smartq.pureforyou.com/products/33055572820002/sp-ultimate-90,0,1,1,0,google-ai,prostate pure,Informational,2
https://smartq.pureforyou.com/survey,0,29,1,0,,pureforyou login,"Transactional, Navigational",0
https://smartq.pureforyou.com/products/33055618990114/lvr-formula-60,0,2,1,0,,lvr supplement,Informational,0
https://smartq.pureforyou.com/products/33055628394530/lipotropic-detox,0,9,1,0,,lipotropic detox,"Commercial, Informational",0
https://pureforyou.com/pages/pure-encapsulations-reviews,0,10,1,1,"google-ai, search-gpt",pure encapsulations reviews,"Commercial, Informational",3
https://smartq.pureforyou.com/blog/556931219490/chemistry-of-calm-the-benefits-of-gaba,0,47,1,1,google,,,1
https://smartq.pureforyou.com/products/33055654871074/boswellia-60,0,2,1,0,,boswellia pure encapsulations,Informational,0
https://smartq.pureforyou.com/products/33055649693730/cinnamon-ws,0,1,1,-1,,pure encapsulations cinnamon ws,Informational,0
https://smartq.pureforyou.com/products/33055660802082/5-htp-100-mg-60,0,2,1,0,,pure encapsulations 5 htp 100mg,Informational,0
https://pureforyou.com/pages/pure-ambassadors-post-guidelines,0,1,1,0,gemini,pure encapsulations affiliate program,Commercial,1
https://smartq.pureforyou.com/products/33055573344290/selenium-citrate-60,0,2,1,-1,"google, google-ai",selenium citrate,"Commercial, Informational",2
https://smartq.pureforyou.com/,0,17,1,-5,google-ai,personalized supplements quiz,"Transactional, Navigational",1
https://smartq.pureforyou.com/products/39406544945186/essential-c-flavonoids,0,7,1,0,,pure encapsulations ester c,Informational,0
https://smartq.pureforyou.com/products/44791798693922/pureprobiotic,0,2,1,-1,gemini,pureprobiotic,Informational,1
https://smartq.pureforyou.com/blog/561125326882/menopause-what-vitamins-should-i-take,0,11,1,0,"gemini, google-ai",pure encapsulations menopause,Informational,3
https://smartq.pureforyou.com/products/33055651168290/cholestepure-90,0,1,1,-1,google-ai,cholestepure ingredients,Informational,1
https://smartq.pureforyou.com/products/33055559483426/heartburn-essentials-90,0,1,1,0,"gemini, search-gpt",pure encapsulations heartburn essentials,Informational,2
https://smartq.pureforyou.com/products/40273549688866/emulsisorb-k2-d3-liquid,0,1,1,0,,pure encapsulations d3 k2 liquid,Informational,0
https://smartq.pureforyou.com/collections/multivitamins,0,7,1,-1,"gemini, google, google-ai",vitamins without magnesium stearate,Informational,4
https://puredev.pureforyou.com/,0,1,0,0,google-ai,pureforyou login,"Transactional, Navigational",1
https://smartq.pureforyou.com/products/32040791670818/ultra-b-complex-w-pqq,0,0,0,0,,,,0
https://smartq.pureforyou.com/collections/gut-health/page-3,0,2,0,0,,,,0
https://smartq.pureforyou.com/collections/gut-health/page-6,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/39375428976674/purelean-nutrients-1,0,1,0,-1,,,,0
https://smartq.pureforyou.com/blog/562794987554/understanding-the-gutbrain-axis-and-the-microbiome,0,0,0,0,,,,0
https://smartq.pureforyou.com/collections/general-health-wellness,0,1,0,0,,,,0
https://pureforyou.com/pages/pure-encapsulations%C2%AE-loyalty-rewards-program-terms-and-conditions,0,1,0,0,search-gpt,,,1
https://smartq.pureforyou.com/products/33055655231522/bilberry-160-mg,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/32889928187938/detox-pure-pack,0,10,0,0,,detox packets,Commercial,0
https://smartq.pureforyou.com/glossary/558937276450/coq10,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/41021149872162/emulsisorb-a-liquid,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/32040781348898/puredefense-chewables,0,3,0,-1,,puredefense,Navigational,0
https://smartq.pureforyou.com/blog/565151301666/navigating-histamine-intolerance-your-guide-to-a-low-histamine-diet,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/33055574097954/rhodiola-rosea-90,0,0,0,-3,google-ai,,,1
https://smartq.pureforyou.com/products/33055569018914/wheybasics,0,27,0,0,,,,0
https://smartq.pureforyou.com/products/44364154503202/lipid,0,1,0,0,,lipid support,Informational,0
https://smartq.pureforyou.com/blog/556943638562/antioxidants-what-are-they-and-how-do-they-protect-us,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055660015650/7-keto-dhea-50-mg-60,0,7,0,-5,,7 keto dhea 50mg,Informational,0
https://smartq.pureforyou.com/products/40744192180258/best-rest-gummy,0,0,0,0,,,,0
https://smartq.pureforyou.com/collections/energy-fatigue,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/32040784920610/purepals-with-iron,0,4,0,0,,,,0
https://smartq.pureforyou.com/products/33055557746722/alpha-lipoic-acid-100,0,4,0,0,,alpha lipoic acid 100 mg,Informational,0
https://smartq.pureforyou.com/collections/womens-formulas/:context,0,1,0,0,,female formulations,Informational,0
https://smartq.pureforyou.com/products/33055586648098/policosanol-20-mg-60,0,3,0,0,,,,0
https://smartq.pureforyou.com/products/40225781776418/pro-resolve-omega,0,4,0,0,,,,0
https://smartq.pureforyou.com/pages/collections/collections/liver-detoxification,0,1,0,0,,,,0
https://smartq.pureforyou.com/glossary/558937473058/folate,0,2,0,0,,,,0
https://smartq.pureforyou.com/products/33055644090402/eyeprotect-basics,0,3,0,0,,eye protect,Informational,0
https://smartq.pureforyou.com/products/33055639273506/glucofunction-90,0,1,0,0,google,pure gluco,Informational,1
https://smartq.pureforyou.com/products/32040738947106/ginkgo-50,0,2,0,-2,google,pure ginko biloba,Informational,1
https://smartq.pureforyou.com/products/33055639470114/ginger-extract,0,5,0,-7,,pure encapsulations ginger extract,Informational,0
https://smartq.pureforyou.com/products/32040777744418/o-n-e-multivitamin,0,0,0,-1,,,,0
https://smartq.pureforyou.com/products/32889980157986/energize-plus-pure-pack,0,7,0,0,google-ai,pure energizing,Commercial,1
https://smartq.pureforyou.com/products/44791805116450/essential-c-flavonoids,0,1,0,0,,,,0
https://smartq.pureforyou.com/collections/cardiometabolic-health-metabolism,0,0,0,0,,,,0
https://smartq.pureforyou.com/blog/557687701538/discover-nutrients-for-men-such-as-saw-palmetto,0,1,0,0,,,,0
https://smartq.pureforyou.com/collections/healthfocusarea---reproductive/pms/fertility/collections/collections/immune,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/32931042656290/aller-essentials,0,4,0,0,,,,0
https://smartq.pureforyou.com/blog/557194444834/getting-gutsy-your-gi-health-and-enzymes-for-digestion,0,1,0,0,,gutsy health,Navigational,0
https://smartq.pureforyou.com/glossary/559133098018/glucosamine,0,5,0,0,,,,0
https://smartq.pureforyou.com/products/44791806394402/l-glutamine-500-mg,0,3,0,0,,l-glutamine capsules,Informational,0
https://smartq.pureforyou.com/products/33055622692898/lutein-20-mg-60,0,1,0,-3,,lutein 20 mg,Informational,0
https://smartq.pureforyou.com/blog/563450740770/navigating-pms-lifestyle-strategies-for-relief,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/33055659720738/acetyl-l-carnitine,0,0,0,-2,,,,0
https://smartq.pureforyou.com/products/33055586287650/potassium-aspartate,0,12,0,-2,google,aspartate supplement,Informational,1
https://smartq.pureforyou.com/products/32040780693538/probiotic-123,0,2,0,-4,,soy free probiotics,Informational,0
https://pureforyou.com/pages/terms,0,7,0,0,"google-ai, search-gpt",pure encapsulations phone number,"Commercial, Informational",2
https://smartq.pureforyou.com/collections/bones-musculoskeletal-health,0,3,0,0,,pure health joint support,Informational,0
https://smartq.pureforyou.com/blog/561523720226/vitamins-for-beauty-mechanisms-that-may-help-to-look--feel-younger,0,1,0,0,,,,0
https://smartq.pureforyou.com/blog/558604419106/gluten-digestive-enzymes-and-gluten-free-living,0,8,0,0,,,,0
https://smartq.pureforyou.com/products/33055588417570/olive-leaf-extract-60,0,1,0,0,,pure olive leaf extract,"Commercial, Informational",0
https://smartq.pureforyou.com/products/40181752856610/caffphenol,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/32040790229026/th1-support,0,1,0,-2,,th1 support,Informational,0
https://smartq.pureforyou.com/products/39337316089890/vitamin-c-gummy,0,2,0,0,,,,0
https://smartq.pureforyou.com/blog/562950373410/what-is-brain-fog-and-how-can-you-support-it,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055647006754/copper-citrate,0,4,0,0,gemini,copper glycinate vs copper citrate,Commercial,1
https://smartq.pureforyou.com/products/33055656411170/ascorbyl-palmitate-90,0,4,0,0,,what is ascorbyl palmitate in supplements,Informational,0
https://smartq.pureforyou.com/glossary/559132966946/boswellia,0,1,0,0,,,,0
https://smartq.pureforyou.com/blog/561240408098/want-to-maintain-muscle-mass-as-you-age-these-vitamins-may-help,0,2,0,0,,,,0
https://smartq.pureforyou.com/products/44791784898594/cal-mag-malate-2-1,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/33055578292258/pycnogenol-pine-bark-extract-60,0,3,0,0,,,,0
https://pureforyou.com/pages/official-rules-for-metabolic-health-giveaway-sweepstakes,0,1,0,0,,,,0
https://smartq.pureforyou.com/collections/mens-formulas/page-2,0,1,0,0,,pureforyou login,"Transactional, Navigational",0
https://smartq.pureforyou.com/collections/cognitive-health,0,2,0,0,,pure brain,Informational,0
https://smartq.pureforyou.com/blog/560982720546/what-is-melatonin-a-complete-guide-on-what-melatonin-does,0,7,0,0,,,,0
https://smartq.pureforyou.com/products/33055638585378/glucosamine-msm-60,0,1,0,0,,pure encapsulations glucosamine,Informational,0
https://smartq.pureforyou.com/products/43591436861474/vitamin-d3-k2,0,1,0,-1,"gemini, google-ai",,,2
https://smartq.pureforyou.com/collections/gastrointestinal,0,1,0,-2,,,,0
https://smartq.pureforyou.com/products/43231263195170/rapid-mental-energy,0,2,0,0,,,,0
https://smartq.pureforyou.com/products/32040792522786/visionpro-nutrients,0,1,0,0,,,,0
https://smartq.pureforyou.com/collections/memory-mood,0,11,0,0,,multivitamin with magnesium glycinate,Informational,0
https://smartq.pureforyou.com/blog/558822096930/immune-support-supplements-travel-with-confidence,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/32040731574306/balanced-immune,0,1,0,0,google-ai,immune balance supplement,Informational,2
https://smartq.pureforyou.com/products/33055578751010/purepals,0,2,0,0,,pals vitamins,Informational,0
https://smartq.pureforyou.com/blog/563983450146/the-role-of-glucose-metabolism-for-health-and-how-to-support-it,0,8,0,0,,,,0
https://smartq.pureforyou.com/blog/560736698402/supplements-to-help-support-leaky-gut-factors-maintaining-normal-gut-function,0,2,0,0,gemini,,,1
https://smartq.pureforyou.com/products/32040790130722/teavigo-120,0,1,0,-3,,teavigo,"Commercial, Informational",0
https://smartq.pureforyou.com/glossary,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055651135522/cholestepure-90,0,2,0,0,google-ai,cholestepure reviews,"Commercial, Informational",1
https://smartq.pureforyou.com/collections/new-products,0,0,0,0,,,,0
https://smartq.pureforyou.com/glossary/559145713698/saccharomyces-boulardii,0,0,0,0,,,,0
https://smartq.pureforyou.com/blog/556664848418/what-are-probiotics-and-prebiotics-for-gut-health,0,5,0,0,,,,0
https://smartq.pureforyou.com/blog/560922460194/what-vitamins-are-good-for-pms-mild-mood-swings-and-stress,0,48,0,-1,google,low energy during period,"Commercial, Informational",3
https://smartq.pureforyou.com/collections/all/variant-products/collections/multivitamins,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/33055645859874/digestive-enzymes-ultra-with-betaine-hcl-90,0,16,0,0,,pure encapsulations digestive enzymes ultra with betaine hcl,Informational,0
https://smartq.pureforyou.com/products/33055644712994/epa-ultimate,0,4,0,0,,,,0
https://smartq.pureforyou.com/collections/probiotics-prebiotics,0,2,0,0,,,,0
https://pureforyou.com/pages/personalized-supplement-subscription,0,8,0,0,"google-ai, search-gpt",pureforyou login,"Transactional, Navigational",3
https://smartq.pureforyou.com/products/33055644680226/epiintegrity-powder,0,0,0,0,google-ai,,,1
https://smartq.pureforyou.com/blog/556758859810/learn-the-benefits-of-zinc-and-what-elderberry-is-good-for,0,4,0,-1,google,elderberry and zinc benefits,Informational,3
https://smartq.pureforyou.com/products/33055571542050/taurine-1000-120,0,8,0,0,,1000 mg of taurine,Informational,0
https://smartq.pureforyou.com/products/40225592541218/ps-plus-1,0,2,0,0,,,,0
https://smartq.pureforyou.com/products/33055612043298/magnesium-aspartate,0,1,0,0,,,,0
https://smartq.pureforyou.com/products/33055634849826/iodine-and-tyrosine,0,7,0,-1,"google, google-ai",iodine pure encapsulations,Informational,2
https://smartq.pureforyou.com/blog/558461845538/acetyllcarnitine-cellular-energy-support,0,0,0,0,,,,0
https://smartq.pureforyou.com/blog/558571716642/lglutamine-your-tummys-support-system,0,1,0,0,,,,0
https://smartq.pureforyou.com/blog,0,3,0,0,,pureforyou login,Navigational,0
https://smartq.pureforyou.com/glossary/559136768034/hyaluronic-acid,0,3,0,0,,,,0
https://smartq.pureforyou.com/products/33055569936418/visionpro-epa-dha-gla-90,0,5,0,0,,,,0
https://smartq.pureforyou.com/collections/gut-health/page-5,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055649890338/chromium-picolinate-500-mcg-60,0,1,0,0,,pure encapsulations chromium picolinate 500 mcg,Informational,0
https://smartq.pureforyou.com/blog/559428010018/multivitamins-for-men-over-40-the-importance-of-nourishment-and-exercise,0,2,0,0,,,,0
https://smartq.pureforyou.com/products/33055654215714/buffered-ascorbic-acid-capsules-90,0,1,0,0,,,,0
https://smartq.pureforyou.com/blog/560241147938/supplements-to-support-occasional-heartburn,0,5,0,0,google,supplements to strengthen les,Informational,1
https://smartq.pureforyou.com/products/33055659491362/adenosyl-hydroxy-b12-liquid,0,3,0,-3,google,hydroxy b12,Informational,2
https://smartq.pureforyou.com/blog/556872564770/your-path-your-health--youre-in-charge,0,0,0,0,,,,0
https://smartq.pureforyou.com/collections/fish-oils-omegas/page-2,0,5,0,0,,,,0
https://smartq.pureforyou.com/products/33055655493666/bcaa-capsules-90,0,1,0,0,,,,0
https://smartq.pureforyou.com/blog/557154566178/garlic-ginger-and-cinnamon-its-a-love-affair,0,8,0,0,,garlic and ginger supplements,Informational,0
https://smartq.pureforyou.com/blog/559140601890/creatine,0,1,0,0,,,,0
https://smartq.pureforyou.com/collections/energy-fitness,0,4,0,0,,,,0
https://smartq.pureforyou.com/products/33055567773730/zinc-citrate-60,0,4,0,0,,,,0
https://smartq.pureforyou.com/products/33055649562658/cla-conjugated-linoleic-acid-1000-mg-60,0,2,0,0,,cla 1000 mg,Informational,0
https://smartq.pureforyou.com/collections/all/healthfocusarea---bones-msk/collections/liver-detoxification,0,0,0,0,,,,0
https://smartq.pureforyou.com/products/33055651332130/cats-claw-90,0,1,0,0,,cat's claw capsules,Informational,0
https://smartq.pureforyou.com/products/33055574392866/revitalage-ultra-120,0,2,0,-1,,,,0
https://smartq.pureforyou.com/blog/559303163938/protein-for-athletes-how-to-include-more-protein-in-your-diet,0,8,0,0,,athlete protein,Informational,0
https://smartq.pureforyou.com/products/32040784855074/purenutrients-gummy,0,4,0,0,,pure encapsulations gummy,"Commercial, Informational",0
https://smartq.pureforyou.com/collections/bioage-collection,0,2,0,0,google,bioage products,"Commercial, Navigational",1
